rank,prev_rank,name,league,off,def,spi
246,247,Toronto FC,Major League Soccer,1.49,1.52,45.31
247,244,Hull City,English League Championship,1.39,1.41,45.29
248,248,AIK,Swedish Allsvenskan,1.28,1.3,45.26
249,255,Portimonense,Portuguese Liga,1.19,1.21,45.07
250,250,Ural Sverdlovsk Oblast,Russian Premier Liga,1.28,1.3,45.06
251,241,Querétaro,Mexican Primera Division Torneo Clausura,1.26,1.3,44.73
252,252,Slovan Bratislava,UEFA Europa League,1.26,1.3,44.65
253,262,Heracles,Dutch Eredivisie,1.44,1.5,44.53
254,272,AaB,Danish SAS-Ligaen,1.3,1.36,44.19
255,253,Moreirense,Portuguese Liga,1.27,1.33,44.16
256,265,Talleres de Córdoba,Argentina Primera Division,1.18,1.24,43.98
257,257,Wigan,English League Championship,1.19,1.26,43.87
258,259,Los Angeles Galaxy,Major League Soccer,1.81,1.94,43.78
259,279,Girona FC,Spanish Segunda Division,1.22,1.3,43.61
260,267,Guadalajara,Mexican Primera Division Torneo Clausura,1.3,1.4,43.6
261,261,Chicago Fire,Major League Soccer,1.45,1.56,43.52
262,245,Willem II,Dutch Eredivisie,1.5,1.62,43.46
263,258,Arminia Bielefeld,German 2. Bundesliga,1.25,1.34,43.41
264,260,FC Luzern,Swiss Raiffeisen Super League,1.3,1.4,43.37
265,266,Inter Miami CF,Major League Soccer,1.34,1.45,43.32
266,270,Goiás,Brasileiro Série A,1.33,1.44,43.18
267,254,Argentinos Juniors,Argentina Primera Division,0.99,1.05,43.16
268,271,Seattle Sounders FC,Major League Soccer,1.39,1.51,43.13
269,288,Barnsley,English League Championship,1.26,1.38,43.01
270,275,Terek Grozny,Russian Premier Liga,0.98,1.06,42.99
271,256,KV Kortrijk,Belgian Jupiler League,1.33,1.45,42.93
272,280,Necaxa,Mexican Primera Division Torneo Clausura,1.29,1.41,42.91
273,290,Rayo Vallecano,Spanish Segunda Division,1.08,1.17,42.83
274,276,Boavista,Portuguese Liga,1.01,1.1,42.54
275,281,Sochi,Russian Premier Liga,1.18,1.31,42.53
276,269,Estudiantes,Argentina Primera Division,1.01,1.11,42.48
277,287,Famalicao,Portuguese Liga,1.29,1.44,42.45
278,283,Cerezo Osaka,Japanese J League,0.96,1.06,42.37
279,297,Morelia,Mexican Primera Division Torneo Clausura,1.3,1.45,42.36
280,277,Randers FC,Danish SAS-Ligaen,1.29,1.45,42.28
281,274,Guingamp,French Ligue 2,1.23,1.38,42.16
282,299,Real Zaragoza,Spanish Segunda Division,1.13,1.28,41.99
283,285,New York Red Bulls,Major League Soccer,1.41,1.59,41.98
284,273,Rosario Central,Argentina Primera Division,1.1,1.24,41.97
285,286,Rubin Kazan,Russian Premier Liga,0.88,0.98,41.96
286,264,Yeni Malatyaspor,Turkish Turkcell Super Lig,1.34,1.53,41.79
287,284,Heerenveen,Dutch Eredivisie,1.52,1.73,41.69
288,263,Arsenal Sarandi,Argentina Primera Division,1.23,1.41,41.52
289,282,Banfield,Argentina Primera Division,1.02,1.16,41.51
290,292,Tianjin Teda,Chinese Super League,1.28,1.47,41.44
291,294,Portland Timbers,Major League Soccer,1.44,1.66,41.32
292,289,Atlético Tucumán,Argentina Primera Division,1.08,1.25,41.29
293,295,Krylia Sovetov,Russian Premier Liga,1.09,1.26,41.21
294,278,Mouscron-Peruwelz,Belgian Jupiler League,1.23,1.42,41.2
295,296,Odense BK,Danish SAS-Ligaen,1.15,1.34,41.04
296,298,FC Dallas,Major League Soccer,1.37,1.6,40.98
297,293,FC Lugano,Swiss Raiffeisen Super League,1.08,1.26,40.92
298,326,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.26,1.48,40.78
299,309,Sparta,Dutch Eredivisie,1.35,1.58,40.77
300,291,Almeria,Spanish Segunda Division,1.15,1.35,40.73
301,301,Sanfrecce Hiroshima,Japanese J League,1.03,1.22,40.64
302,319,Patronato,Argentina Primera Division,1.19,1.41,40.55
303,340,KV Mechelen,Belgian Jupiler League,1.32,1.57,40.26
304,300,San Lorenzo,Argentina Primera Division,1.06,1.27,40.24
305,317,Atlético San Luis,Mexican Primera Division Torneo Clausura,1.17,1.41,40.21
306,303,SV Zulte Waregem,Belgian Jupiler League,1.35,1.61,40.15
307,304,San Jose Earthquakes,Major League Soccer,1.4,1.68,40.13
308,307,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,1.34,1.6,40.09
309,312,Union Santa Fe,Argentina Primera Division,1.01,1.22,39.94
310,310,Chapecoense AF,Brasileiro Série A,1.05,1.27,39.91
311,308,Tijuana,Mexican Primera Division Torneo Clausura,1.1,1.35,39.63
312,314,Gamba Osaka,Japanese J League,1.33,1.62,39.58
313,332,Gimnasia La Plata,Argentina Primera Division,0.98,1.2,39.57
314,306,Pacos Ferreira,Portuguese Liga,1.06,1.3,39.54
315,302,St. Truidense,Belgian Jupiler League,1.29,1.58,39.49
316,313,Perth Glory,Australian A-League,1.27,1.56,39.49
317,322,Maritimo,Portuguese Liga,0.98,1.21,39.46
318,315,Vissel Kobe,Japanese J League,1.6,1.94,39.43
319,316,Botafogo,Brasileiro Série A,1.03,1.27,39.41
320,318,FC Tokyo,Japanese J League,0.98,1.21,39.39
321,320,Sydney FC,Australian A-League,1.31,1.6,39.36
322,338,Charlton Athletic,English League Championship,1.16,1.44,39.13
323,353,Benevento,Italy Serie B,1.06,1.32,39.13
324,311,Tondela,Portuguese Liga,1.07,1.33,39.11
325,321,Central Córdoba Santiago del Estero,Argentina Primera Division,1.04,1.3,39.08
326,323,Belenenses,Portuguese Liga,1.13,1.41,38.83
327,325,Asteras Tripolis,Greek Super League,1.0,1.26,38.83
328,328,Arizona United,United Soccer League,1.36,1.7,38.69
329,329,Shanghai Greenland,Chinese Super League,1.34,1.68,38.68
330,330,Henan Jianye,Chinese Super League,1.25,1.57,38.55
331,331,Minnesota United FC,Major League Soccer,1.25,1.58,38.54
332,352,Troyes,French Ligue 2,1.0,1.28,38.5
333,305,Atlas,Mexican Primera Division Torneo Clausura,1.1,1.4,38.48
334,268,Lens,French Ligue 2,1.02,1.3,38.37
335,334,Hebei China Fortune FC,Chinese Super League,1.29,1.65,38.14
336,327,Cadiz,Spanish Segunda Division,0.96,1.25,38.09
337,336,BK Hacken,Swedish Allsvenskan,1.12,1.44,38.08
338,335,Mamelodi Sundowns,South African ABSA Premier League,1.0,1.29,38.06
339,337,Kaizer Chiefs,South African ABSA Premier League,1.09,1.4,38.04
340,342,FC Juárez,Mexican Primera Division Torneo Clausura,1.17,1.51,37.97
341,333,Toluca,Mexican Primera Division Torneo Clausura,1.19,1.54,37.74
342,350,Puebla,Mexican Primera Division Torneo Clausura,1.08,1.41,37.73
343,351,Hartberg,Austrian T-Mobile Bundesliga,1.5,1.92,37.66
344,341,Vitoria Setubal,Portuguese Liga,0.95,1.25,37.63
345,343,Wuhan Zall,Chinese Super League,1.17,1.53,37.62
346,361,Málaga,Spanish Segunda Division,0.82,1.09,37.62
347,344,New England Revolution,Major League Soccer,1.36,1.76,37.58
348,347,Hannover 96,German 2. Bundesliga,1.17,1.53,37.53
349,324,Caykur Rizespor,Turkish Turkcell Super Lig,1.13,1.49,37.45
350,339,Holstein Kiel,German 2. Bundesliga,1.29,1.68,37.39
351,345,Sporting Kansas City,Major League Soccer,1.37,1.78,37.38
352,346,Columbus Crew,Major League Soccer,1.12,1.47,37.36
353,349,FC Twente,Dutch Eredivisie,1.24,1.64,37.2
354,354,Desportivo Aves,Portuguese Liga,1.06,1.41,37.07
355,355,Real Salt Lake,Major League Soccer,1.01,1.36,36.98
356,356,Colorado Rapids,Major League Soccer,1.36,1.79,36.83
357,359,Dalian Aerbin,Chinese Super League,1.29,1.73,36.66
358,363,Genclerbirligi,Turkish Turkcell Super Lig,1.18,1.59,36.61
359,377,Sunderland,English League One,0.98,1.35,36.49
360,358,PEC Zwolle,Dutch Eredivisie,1.32,1.79,36.15
361,360,Huracán,Argentina Primera Division,0.92,1.29,36.03
362,385,Emmen,Dutch Eredivisie,1.18,1.62,36.03
363,362,Atromitos,Greek Super League,0.93,1.32,35.87
364,367,Bodo/Glimt,Norwegian Tippeligaen,1.32,1.8,35.87
365,368,CSA,Brasileiro Série A,1.03,1.44,35.79
366,369,IFK Goteborg,Swedish Allsvenskan,1.12,1.56,35.71
367,357,SD Huesca,Spanish Segunda Division,0.99,1.4,35.57
368,370,Orlando Pirates,South African ABSA Premier League,1.09,1.52,35.57
369,348,Clermont Foot,French Ligue 2,0.95,1.35,35.55
370,364,Elche,Spanish Segunda Division,1.02,1.44,35.5
371,416,Caen,French Ligue 2,1.08,1.52,35.47
372,382,Aldosivi,Argentina Primera Division,0.87,1.26,35.44
373,365,SV Sandhausen,German 2. Bundesliga,1.13,1.59,35.41
374,372,F91 Dudelange,UEFA Europa League,1.4,1.94,35.14
375,381,1. FC Heidenheim 1846,German 2. Bundesliga,1.03,1.48,35.12
376,378,FC Sion,Swiss Raiffeisen Super League,1.18,1.66,35.1
377,373,DC United,Major League Soccer,1.14,1.62,35.05
378,374,Peterborough United,English League One,1.24,1.75,35.01
379,376,Houston Dynamo,Major League Soccer,1.23,1.74,34.92
380,371,FC Zurich,Swiss Raiffeisen Super League,1.22,1.72,34.89
381,379,Chongqing Lifan,Chinese Super League,1.08,1.56,34.78
382,387,ADO Den Haag,Dutch Eredivisie,1.29,1.84,34.5
383,395,AC Ajaccio,French Ligue 2,0.92,1.37,34.42
384,366,Aberdeen,Scottish Premiership,1.01,1.49,34.2
385,393,Rotherham United,English League One,1.16,1.7,33.93
386,375,Luton Town,English League Championship,1.11,1.65,33.86
387,386,Konyaspor,Turkish Turkcell Super Lig,0.87,1.33,33.85
388,383,1. FC Nürnberg,German 2. Bundesliga,1.1,1.63,33.77
389,390,Guangzhou RF,Chinese Super League,1.44,2.07,33.73
390,400,Tenerife,Spanish Segunda Division,0.96,1.45,33.66
391,391,Orlando City SC,Major League Soccer,1.22,1.79,33.65
392,392,Melbourne City,Australian A-League,1.15,1.7,33.62
393,409,FC St. Pauli,German 2. Bundesliga,1.01,1.53,33.6
394,384,Hibernian,Scottish Premiership,1.1,1.64,33.59
395,394,Tianjin Quanujian,Chinese Super League,1.16,1.73,33.51
396,399,Jahn Regensburg,German 2. Bundesliga,1.19,1.78,33.41
397,398,Consadole Sapporo,Japanese J League,1.15,1.72,33.38
398,411,Frosinone,Italy Serie B,0.88,1.37,33.31
399,396,Kasimpasa,Turkish Turkcell Super Lig,1.31,1.93,33.29
400,405,Sporting Gijón,Spanish Segunda Division,0.79,1.25,33.23
401,402,Neuchatel Xamax,Swiss Raiffeisen Super League,1.09,1.65,33.21
402,403,Las Palmas,Spanish Segunda Division,0.91,1.42,33.07
403,388,Numancia,Spanish Segunda Division,0.91,1.43,33.01
404,380,Le Havre,French Ligue 2,0.91,1.43,32.94
405,389,OFI Crete,Greek Super League,0.96,1.5,32.9
406,404,Viking FK,Norwegian Tippeligaen,1.19,1.8,32.76
407,406,Shenzhen FC,Chinese Super League,1.19,1.81,32.64
408,414,Crotone,Italy Serie B,1.04,1.62,32.6
409,397,Mirandes,Spanish Segunda Division,1.08,1.68,32.55
410,408,Avaí,Brasileiro Série A,0.87,1.4,32.37
411,437,Cittadella,Italy Serie B,0.96,1.53,32.24
412,436,VVV Venlo,Dutch Eredivisie,1.13,1.78,31.83
413,413,Montreal Impact,Major League Soccer,1.11,1.76,31.83
414,468,Oxford United,English League One,1.0,1.61,31.73
415,415,SpVgg Greuther Fürth,German 2. Bundesliga,1.08,1.72,31.72
416,412,SV Mattersburg,Austrian T-Mobile Bundesliga,1.15,1.82,31.64
417,401,Colon Santa Fe,Argentina Primera Division,0.87,1.45,31.59
418,418,Thun,Swiss Raiffeisen Super League,1.18,1.86,31.56
419,407,SD Ponferradina,Spanish Segunda Division,0.9,1.48,31.55
420,410,Deportivo La Coruña,Spanish Segunda Division,0.87,1.44,31.5
421,454,Antalyaspor,Turkish Turkcell Super Lig,1.05,1.7,31.35
422,423,VfL Osnabruck,German 2. Bundesliga,1.0,1.64,31.12
423,417,Bidvest Wits,South African ABSA Premier League,0.86,1.46,31.12
424,434,Lyngby,Danish SAS-Ligaen,1.0,1.66,30.86
425,425,Fuenlabrada,Spanish Segunda Division,0.74,1.29,30.86
426,424,Sonderjyske,Danish SAS-Ligaen,1.09,1.79,30.79
427,433,SV Darmstadt 98,German 2. Bundesliga,0.97,1.62,30.77
428,429,Larissa,Greek Super League,0.76,1.35,30.49
429,440,Kilmarnock,Scottish Premiership,0.92,1.58,30.48
430,432,Livingston,Scottish Premiership,0.99,1.68,30.37
431,422,Real Oviedo,Spanish Segunda Division,0.92,1.58,30.37
432,430,Haugesund,Norwegian Tippeligaen,1.01,1.7,30.35
433,421,Portsmouth,English League One,0.91,1.59,30.05
434,427,Ankaragucu,Turkish Turkcell Super Lig,0.95,1.64,30.04
435,420,Denizlispor,Turkish Turkcell Super Lig,0.9,1.57,30.02
436,435,Spezia,Italy Serie B,0.85,1.52,29.74
437,444,Miami FC,United Soccer League,1.07,1.83,29.63
438,446,Vegalta Sendai,Japanese J League,0.88,1.57,29.56
439,442,AD Alcorcon,Spanish Segunda Division,0.76,1.4,29.55
440,448,IF Elfsborg,Swedish Allsvenskan,1.03,1.79,29.51
441,453,Lamia,Greek Super League,0.65,1.24,29.49
442,466,Cercle Brugge,Belgian Jupiler League,1.02,1.77,29.33
443,426,FC Trenkwalder Admira,Austrian T-Mobile Bundesliga,1.09,1.88,29.29
444,431,Adelaide United,Australian A-League,1.19,2.02,29.25
445,439,VfL Bochum,German 2. Bundesliga,1.04,1.81,29.18
446,449,Odd BK,Norwegian Tippeligaen,1.02,1.79,29.15
447,465,Wellington Phoenix,Australian A-League,1.13,1.93,29.15
448,428,Esbjerg,Danish SAS-Ligaen,0.91,1.64,29.06
449,450,Newcastle Jets,Australian A-League,1.16,1.99,29.02
450,441,AS Nancy Lorraine,French Ligue 2,0.74,1.39,29.01
451,452,Stabaek,Norwegian Tippeligaen,0.94,1.68,29.0
452,443,Auxerre,French Ligue 2,0.76,1.42,28.91
453,419,Eupen,Belgian Jupiler League,1.01,1.79,28.91
454,475,Western Sydney FC,Australian A-League,1.17,2.01,28.86
455,461,Karlsruher SC,German 2. Bundesliga,1.03,1.83,28.77
456,451,Motherwell,Scottish Premiership,0.87,1.6,28.75
457,460,Fortuna Sittard,Dutch Eredivisie,1.13,1.97,28.75
458,445,Valenciennes,French Ligue 2,0.76,1.45,28.75
459,455,Chievo Verona,Italy Serie B,0.82,1.53,28.75
460,463,Godoy Cruz,Argentina Primera Division,0.91,1.66,28.74
461,438,Grenoble,French Ligue 2,0.76,1.45,28.59
462,462,Coventry City,English League One,0.84,1.57,28.45
463,447,Hobro IK,Danish SAS-Ligaen,0.85,1.59,28.45
464,457,Urawa Red Diamonds,Japanese J League,0.96,1.74,28.44
465,459,Kristiansund BK,Norwegian Tippeligaen,1.0,1.82,28.27
466,456,Melbourne Victory,Australian A-League,1.09,1.94,28.23
467,464,Nagoya Grampus Eight,Japanese J League,1.01,1.84,28.06
468,469,Orange County SC,United Soccer League,1.03,1.89,27.67
469,472,Empoli,Italy Serie B,0.9,1.71,27.64
470,470,Tampa Bay Rowdies,United Soccer League,0.99,1.84,27.55
471,467,Erzgebirge Aue,German 2. Bundesliga,0.86,1.66,27.5
